Dimension,Subcategory,Without Pipeline Context,With Pipeline Context,Without Pipeline Context_Pct,With Pipeline Context_Pct,Difference,Pct_Change,Pct_Point_Diff
Granularity,Token-level,206,199,8.754781130471738,8.728070175438596,-7,-3.3980582524271843,-0.026710955033141914
Linguistic,cross-lingual,6,11,0.27124773960216997,0.49796287913082843,5,83.33333333333334,0.22671513952865846
Linguistic,monolingual,2082,2086,94.12296564195299,94.43186962426438,4,0.19212295869356388,0.30890398231139216
Linguistic,multilingual,124,112,5.605786618444846,5.070167496604799,-12,-9.67741935483871,-0.535619121840047
CognitiveAffective,Attention,217,245,4.943052391799545,5.209440782479269,28,12.903225806451612,0.2663883906797242
CognitiveAffective,Cognitive Load,9,16,0.2050113895216401,0.34020837763129913,7,77.77777777777779,0.13519698810965902
CognitiveAffective,Decision Making,515,635,11.731207289293849,13.502019987242186,120,23.300970873786408,1.7708126979483367
CognitiveAffective,Emotion,240,213,5.466970387243736,4.52902402721667,-27,-11.25,-0.9379463600270652
CognitiveAffective,Empathy,38,46,0.8656036446469247,0.9780990856899852,8,21.052631578947366,0.11249544104306042
CognitiveAffective,"Empathy, Social Reasoning",2,0,0.04555808656036447,0.0,-2,-100.0,-0.04555808656036447
CognitiveAffective,Language,0,1,0.0,0.021263023601956196,1,inf,0.021263023601956196
CognitiveAffective,Learning,379,372,8.633257403189067,7.909844779927706,-7,-1.8469656992084433,-0.7234126232613605
CognitiveAffective,Memory,234,255,5.330296127562642,5.422071018498831,21,8.974358974358974,0.09177489093618885
CognitiveAffective,Moral Cognition,150,170,3.416856492027335,3.614714012332554,20,13.333333333333334,0.19785752030521886
CognitiveAffective,Perception,338,361,7.699316628701594,7.675951520306187,23,6.804733727810651,-0.023365108395407397
CognitiveAffective,Personality,53,41,1.2072892938496582,0.8717839676802042,-12,-22.641509433962266,-0.33550532616945405
CognitiveAffective,Problem Solving,630,674,14.350797266514807,14.331277907718478,44,6.984126984126984,-0.01951935879632849
CognitiveAffective,Reasoning,1234,1312,28.109339407744876,27.897086965766533,78,6.3209076175040515,-0.21225244197834314
CognitiveAffective,Social Reasoning,326,345,7.425968109339408,7.335743142674889,19,5.828220858895705,-0.09022496666451918
CognitiveAffective,Theory of Mind,25,17,0.5694760820045558,0.3614714012332554,-8,-32.0,-0.2080046807713004
DataQuality,Curated,1841,1906,83.15266485998193,86.28338614757809,65,3.5306898424769146,3.1307212875961596
DataQuality,Noisy,373,303,16.847335140018068,13.716613852421911,-70,-18.766756032171582,-3.130721287596156
