Dimension,Subcategory,Without Pipeline Context,With Pipeline Context,Without Pipeline Context_Pct,With Pipeline Context_Pct,Difference,Pct_Change,Pct_Point_Diff
EvType,Accuracy,1602,1597,55.87722357865365,55.80013976240391,-5,-0.3121098626716604,-0.07708381624973981
EvType,Continuous Prediction,205,247,7.150331356818975,8.630328441649196,42,20.48780487804878,1.479997084830221
EvType,Efficiency / Latency,325,323,11.335891175444717,11.285814116002795,-2,-0.6153846153846154,-0.050077059441921534
EvType,Explainability,11,14,0.38367631670735963,0.4891684136967156,3,27.27272727272727,0.10549209698935597
EvType,Fairness,49,46,1.709103592605511,1.6072676450034942,-3,-6.122448979591836,-0.10183594760201675
EvType,Probability,99,95,3.453086850366237,3.319357092941998,-4,-4.040404040404041,-0.13372975742423865
EvType,Ranking,184,179,6.417858388559469,6.254367575122292,-5,-2.717391304347826,-0.16349081343717664
EvType,Regression,112,103,3.9065224973840253,3.5988819007686934,-9,-8.035714285714286,-0.30764059661533194
EvType,Robustness,54,49,1.8835019183815835,1.7120894479385047,-5,-9.25925925925926,-0.17141247044307883
EvType,Safety,118,109,4.115800488315313,3.8085255066387145,-9,-7.627118644067797,-0.3072749816765983
EvType,Uncertainty,20,20,0.6975933031042902,0.6988120195667366,0,0.0,0.001218716462446312
EvType,User Experience,88,80,3.069410533658877,2.795248078266946,-8,-9.090909090909092,-0.27416245539193085
