Dimension,Subcategory,Without Pipeline Context,With Pipeline Context,Without Pipeline Context_Pct,With Pipeline Context_Pct,Difference,Pct_Change,Pct_Point_Diff
EvType,Accuracy,1495,1479,44.80071920887024,44.40108075652957,-16,-1.0702341137123745,-0.3996384523406675
EvType,Continuous Prediction,357,368,10.698231944860654,11.047733413389373,11,3.081232492997199,0.3495014685287199
EvType,Efficiency / Latency,424,432,12.706023374288284,12.969078354848392,8,1.8867924528301887,0.2630549805601081
EvType,Explainability,16,33,0.47947258016182204,0.990693485439808,17,106.25,0.5112209052779859
EvType,Fairness,44,50,1.3185495954450104,1.5010507355148603,6,13.636363636363635,0.18250114006984997
EvType,Probability,193,173,5.783637998201978,5.193635544881417,-20,-10.362694300518134,-0.5900024533205608
EvType,Ranking,299,277,8.960143841774048,8.315821074752327,-22,-7.357859531772576,-0.6443227670217215
EvType,Regression,188,179,5.633802816901409,5.3737616331432,-9,-4.787234042553192,-0.26004118375820884
EvType,Robustness,54,72,1.6182199580461494,2.161513059141399,18,33.33333333333333,0.5432931010952498
EvType,Safety,151,165,4.525022475277194,4.9534674271990395,14,9.271523178807946,0.4284449519218452
EvType,Uncertainty,23,25,0.6892418339826192,0.7505253677574302,2,8.695652173913043,0.061283533774810994
EvType,User Experience,93,78,2.7869343721905904,2.3416391474031824,-15,-16.129032258064516,-0.445295224787408
